STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,n21020,a21020,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
50,VT,05062,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05065,1,200,150,30,0,80,220,40,0,0,0,0,0,30,60,2328,200,2372,150,1821,30,4,30,63,30,57,0,0,40,299,30,28,30,248,30,252,0,20,92,30,119,0,0,40,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,307,785,20,95,0,0,0,0,20,92,0,0,20,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,617,90,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,53,20,67,30,105,20,13,170,335,50,106,40,98,20,26,0,0,0,0,80,58,90,79,0,0,0,0,40,33,150,268
50,VT,05065,2,140,80,30,60,60,270,90,0,0,0,0,0,40,30,5246,140,5300,130,4371,30,23,0,0,0,0,0,0,0,0,0,0,0,0,20,299,0,0,0,0,0,0,0,30,54,0,0,0,0,0,0,0,0,40,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,156,0,0,140,2848,140,355,0,0,0,0,80,54,20,2,0,0,30,30,40,6,30,31,0,0,0,0,0,0,0,0,0,0,140,650,40,66,20,50,20,37,0,0,0,0,120,307,130,352,0,0,0,0,0,0,130,327
50,VT,05065,3,100,40,40,0,50,190,50,0,0,0,0,0,20,60,5819,100,5905,90,4323,40,16,20,190,40,197,50,27,40,450,40,232,30,381,30,644,0,0,0,30,358,30,1921,40,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,560,2150,0,0,50,103,0,0,30,155,0,0,30,240,40,234,0,0,0,0,0,0,0,0,30,63,0,0,0,0,100,3873,100,543,0,0,0,0,40,48,0,0,0,0,0,0,0,0,40,66,0,0,30,71,0,0,0,0,0,0,100,670,0,0,0,0,0,0,0,0,0,0,90,495,90,537,0,0,0,0,40,65,70,159
50,VT,05065,4,60,20,50,0,30,160,50,0,0,0,0,0,0,0,5643,60,5768,60,4671,30,16,20,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,441,0,0,30,125,0,0,0,0,0,0,0,0,20,28,0,0,0,0,30,589,2891,0,0,30,121,0,0,30,166,0,0,30,298,30,160,0,0,0,0,0,0,0,0,20,32,0,0,0,0,60,4020,60,566,0,0,0,0,30,43,0,0,30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,699,0,0,0,0,0,0,0,0,0,0,60,522,60,568,0,0,0,0,0,0,40,149
50,VT,05065,5,70,0,60,0,40,180,50,0,0,0,0,0,0,40,8706,70,9013,60,6585,30,11,40,1039,30,928,30,31,30,648,30,1426,0,0,20,638,0,0,0,0,0,0,0,40,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1035,6251,0,0,50,263,0,0,50,292,0,0,50,556,60,413,0,0,0,0,0,0,0,0,40,62,0,0,0,0,70,6659,70,1057,0,0,0,0,50,103,20,9,0,0,0,0,0,0,20,29,0,0,20,165,0,0,0,0,0,0,70,1152,0,0,0,0,0,0,0,0,0,0,70,992,70,1040,0,0,0,0,30,264,60,315
50,VT,05065,6,30,0,30,0,0,80,20,0,0,0,0,0,0,0,11223,30,11223,30,5290,20,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1588,10343,0,0,30,776,0,0,20,236,0,0,30,1019,0,0,0,0,0,0,0,0,0,0,20,255,0,0,0,0,30,9364,30,2265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2570,0,0,0,0,0,0,0,0,0,0,30,2183,30,2413,0,0,20,95,0,0,0,0
50,VT,05067,1,50,60,0,0,40,50,20,0,0,0,0,0,0,20,598,50,630,40,405,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,134,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,68,0,0,0,0,0,0,0,0,0,0,20,12,30,23,0,0,0,0,0,0,50,41
50,VT,05067,2,40,0,0,0,0,60,0,0,0,0,0,0,0,0,1299,40,1299,30,806,0,0,30,122,30,93,0,0,40,204,30,31,20,504,30,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,474,1287,0,0,0,0,0,0,0,0,0,0,20,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,678,30,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35,0,0,0,0,0,0,40,144,0,0,0,0,0,0,0,0,0,0,30,81,30,99,0,0,0,0,0,0,20,54
50,VT,05067,3,40,20,40,0,20,70,30,0,0,0,0,0,0,20,2611,40,2715,30,1635,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,684,0,0,30,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1655,40,236,0,0,0,0,50,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,309,0,0,0,0,0,0,0,0,0,0,40,214,40,235,0,0,0,0,30,157,40,117
50,VT,05067,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05067,5,30,0,20,0,30,70,0,0,0,0,0,0,0,20,7729,30,7729,20,3428,20,6,20,863,20,516,0,0,0,0,20,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1316,7258,0,0,50,522,0,0,40,393,0,0,30,781,0,0,0,0,0,0,0,0,0,0,40,184,0,0,0,0,30,6131,30,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1640,0,0,0,0,0,0,0,0,0,0,30,1416,30,1530,0,0,0,0,0,0,0,0
50,VT,05067,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05068,1,580,420,80,70,200,710,130,80,50,30,0,20,90,140,6595,580,6859,430,4721,110,34,80,153,70,101,0,0,130,841,50,83,50,308,80,502,30,0,0,20,54,0,0,170,264,0,0,0,0,0,0,0,0,50,54,30,86,0,0,30,369,413,20,151,0,0,0,0,30,76,0,0,30,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,1478,230,151,0,0,0,0,60,23,20,2,0,0,0,0,20,3,0,0,0,0,120,141,40,168,40,164,0,0,520,911,210,315,150,260,70,70,0,0,50,33,190,128,290,278,0,0,0,0,90,75,450,700
50,VT,05068,2,450,270,110,60,200,740,180,0,0,0,0,0,80,90,16376,450,16755,410,13737,100,51,70,310,70,208,50,31,80,815,50,109,20,209,60,727,0,60,219,60,371,0,0,150,379,0,0,0,0,40,116,30,109,80,88,0,0,0,0,80,1057,2969,20,171,90,157,0,0,50,188,0,0,80,353,60,296,0,0,0,0,20,16,0,0,50,98,30,149,0,0,440,9256,430,1148,0,0,40,46,170,142,0,0,20,9,70,71,70,15,90,82,0,0,60,150,50,192,60,246,60,33,440,1955,70,151,50,113,50,67,40,35,0,0,380,1005,400,1172,0,0,0,0,60,87,380,841
50,VT,05068,3,200,100,110,20,100,400,90,0,0,0,0,0,50,60,12251,200,12482,180,10037,70,56,40,118,40,91,30,18,30,396,20,122,20,296,30,546,0,0,0,40,573,30,330,80,231,30,7,0,0,0,0,0,0,40,42,0,0,0,0,60,925,3483,30,174,50,146,0,0,50,222,0,0,60,379,50,229,0,0,0,0,0,0,0,0,30,48,30,194,0,0,200,8208,200,1157,0,0,0,0,90,96,30,3,0,0,0,0,20,3,50,65,30,21,30,76,0,0,0,0,0,0,200,1466,0,0,0,0,0,0,0,0,0,0,190,1062,200,1154,0,0,0,0,40,92,160,389
50,VT,05068,4,140,0,120,0,80,350,90,0,0,0,0,0,0,50,12219,140,12438,120,8827,60,43,50,326,40,252,40,32,30,393,40,422,30,343,40,907,0,0,0,30,688,0,0,60,219,0,0,0,0,20,175,20,127,30,39,0,0,0,0,70,1341,5943,0,0,70,236,0,0,70,362,40,35,70,615,50,319,0,0,0,0,0,0,0,0,60,130,0,0,0,0,140,8544,140,1177,0,0,0,0,70,103,0,0,30,15,30,41,0,0,40,68,0,0,20,88,0,0,0,0,0,0,140,1405,0,0,0,0,0,0,20,26,0,0,130,1074,130,1173,0,0,0,0,30,88,100,289
50,VT,05068,5,140,20,140,0,90,350,110,0,0,0,0,0,0,70,18208,140,18622,130,13617,90,80,70,653,60,525,60,62,30,456,50,1334,30,598,40,1621,0,0,0,30,740,30,1707,80,414,0,0,0,0,0,0,0,0,20,25,0,0,0,0,100,2350,13568,0,0,100,687,0,0,90,607,0,0,100,1335,100,620,0,0,0,0,0,0,0,0,90,328,20,142,0,0,140,13938,140,2327,0,0,0,0,80,116,30,2,0,0,0,0,0,0,30,34,0,0,30,99,0,0,0,0,0,0,140,2623,0,0,0,0,0,0,0,0,0,0,140,2216,140,2330,0,0,0,0,50,541,100,441
50,VT,05068,6,20,0,0,0,0,60,0,0,0,0,0,0,0,0,6839,20,6839,20,3686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,718,6439,0,0,20,359,0,0,20,158,0,0,20,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5918,20,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1220,0,0,0,0,0,0,0,0,0,0,20,1404,20,1492,0,0,0,0,0,0,0,0
50,VT,05069,1,140,100,0,40,70,170,40,0,0,0,0,0,0,40,1600,140,1633,90,1157,20,10,30,60,30,29,0,0,30,109,20,25,0,0,20,175,0,0,0,0,0,0,0,40,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,365,60,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,0,0,0,120,237,60,125,50,109,30,41,0,0,0,0,50,34,70,59,0,0,0,0,20,17,110,191
50,VT,05069,2,70,50,40,0,40,130,40,0,0,0,0,0,40,30,2378,70,2441,60,1840,40,5,0,0,0,0,0,0,0,0,0,0,40,270,30,498,0,0,0,40,261,0,0,30,63,0,0,0,0,0,0,0,0,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1185,70,143,0,0,0,0,50,47,0,0,0,0,0,0,0,0,0,0,0,0,40,58,0,0,0,0,0,0,70,311,0,0,0,0,0,0,0,0,0,0,50,123,60,138,0,0,0,0,0,0,60,182
50,VT,05069,3,40,0,30,0,30,100,30,0,0,0,0,0,0,0,2505,40,2505,40,1999,0,0,0,0,0,0,0,0,20,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,483,0,0,0,30,63,0,0,0,0,0,0,30,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1592,40,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,37,0,0,0,0,0,0,0,0,0,0,40,290,0,0,0,0,0,0,0,0,0,0,40,183,40,202,0,0,0,0,30,51,30,103
50,VT,05069,4,40,0,30,0,20,100,30,0,0,0,0,0,0,30,3267,40,3375,30,2455,40,24,20,42,20,26,40,23,0,0,20,154,0,0,20,850,0,0,0,20,464,0,0,30,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4349,0,0,0,0,0,0,40,227,0,0,0,0,40,214,0,0,0,0,0,0,0,0,30,38,0,0,0,0,40,2333,40,307,0,0,0,0,30,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,365,0,0,0,0,0,0,0,0,0,0,40,280,40,305,0,0,0,0,0,0,50,157
50,VT,05069,5,30,0,30,0,20,90,20,0,0,0,0,0,0,0,4804,30,4804,30,2132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,369,0,0,0,20,114,0,0,0,0,0,0,20,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3848,30,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,588,0,0,0,0,0,0,0,0,0,0,30,539,30,603,0,0,0,0,0,0,0,0
50,VT,05069,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05070,1,90,70,30,20,50,100,0,0,0,0,0,0,0,60,1030,90,1086,50,464,50,26,40,94,40,87,0,0,30,309,30,27,0,0,40,591,0,0,0,0,0,0,0,30,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,244,40,24,0,0,0,0,30,14,0,0,0,0,0,0,0,0,0,0,0,0,30,47,20,60,0,0,0,0,70,110,30,38,0,0,0,0,0,0,0,0,30,20,50,69,0,0,0,0,20,28,60,66
50,VT,05070,2,50,30,0,0,20,90,40,0,0,0,0,0,0,0,1855,50,1894,40,1256,0,0,0,0,0,0,0,0,30,414,0,0,0,0,0,0,0,0,0,0,0,0,0,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,983,50,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,64,0,0,0,0,0,0,50,189,0,0,0,0,0,0,0,0,0,0,40,106,40,136,0,0,0,0,20,34,40,75
50,VT,05070,3,50,30,20,0,40,100,30,0,0,0,0,0,0,30,3110,50,3223,40,2265,40,5,30,135,30,113,0,0,0,0,30,159,0,0,0,0,0,0,0,40,567,0,0,40,113,0,0,0,0,0,0,0,0,30,37,0,0,0,0,60,877,3203,0,0,40,126,0,0,50,250,0,0,50,381,40,217,0,0,0,0,0,0,0,0,40,53,0,0,0,0,50,2057,50,279,0,0,0,0,40,47,0,0,0,0,0,0,0,0,40,38,0,0,0,0,0,0,0,0,0,0,50,383,0,0,0,0,0,0,0,0,0,0,50,251,50,290,0,0,0,0,0,0,40,120
50,VT,05070,4,30,0,20,0,0,80,30,0,0,0,0,0,0,0,2704,30,2704,30,1703,0,0,0,0,0,0,40,32,30,733,0,0,40,850,30,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,99,0,0,30,1853,30,244,0,0,0,0,0,0,40,2,0,0,0,0,0,0,0,0,0,0,20,112,0,0,0,0,0,0,30,301,0,0,0,0,0,0,0,0,0,0,30,224,30,253,0,0,0,0,30,204,20,61
50,VT,05070,5,40,0,50,0,40,90,40,0,0,0,0,0,0,30,4771,40,5031,40,6852,30,54,30,324,30,207,0,0,0,0,30,1286,0,0,0,0,0,0,0,20,527,0,0,30,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1886,10787,0,0,50,665,0,0,40,438,0,0,50,1109,30,310,0,0,0,0,0,0,0,0,40,203,0,0,0,0,40,3598,40,584,0,0,0,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,617,0,0,0,0,0,0,0,0,0,0,40,561,40,603,0,0,0,0,0,0,30,112
50,VT,05070,6,20,0,0,0,0,50,0,0,0,0,0,0,0,0,8455,20,8455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7113,20,1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1822,0,0,0,0,0,0,0,0,0,0,20,1752,20,1900,0,0,0,0,0,0,0,0
50,VT,05071,1,40,30,0,0,30,40,0,0,0,0,0,0,0,30,483,40,483,30,272,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,338,612,20,133,0,0,0,0,0,0,0,0,0,0,20,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22
50,VT,05071,2,40,30,0,0,20,50,0,0,0,0,0,0,0,0,1533,40,1662,30,989,0,0,40,143,40,132,0,0,0,0,0,0,0,0,0,0,0,0,0,30,342,0,0,40,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,44,0,0,0,0,50,977,50,124,0,0,0,0,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,168,0,0,0,0,0,0,0,0,0,0,50,118,60,178,0,0,0,0,30,69,30,47
50,VT,05071,3,50,30,40,0,30,90,30,0,0,0,0,0,0,20,3340,50,3340,40,1850,30,35,0,0,0,0,30,70,40,576,40,115,40,939,40,904,0,0,0,0,0,30,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,582,1661,0,0,40,104,0,0,40,228,0,0,40,338,0,0,0,0,0,0,0,0,0,0,0,0,30,338,0,0,50,2160,50,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,127,0,0,0,0,0,0,50,417,0,0,0,0,0,0,0,0,0,0,40,281,40,350,0,0,0,0,0,0,40,193
50,VT,05071,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05071,5,50,0,40,0,40,110,30,0,0,0,0,0,0,30,13921,50,14130,30,2393,40,126,40,1895,40,1556,0,0,0,0,30,1592,0,0,0,0,0,0,0,20,488,0,0,20,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2736,12183,0,0,40,609,0,0,40,684,0,0,40,1553,20,200,0,0,0,0,0,0,0,0,40,422,0,0,0,0,50,10689,50,1792,0,0,0,0,30,56,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1992,0,0,0,0,0,0,0,0,0,0,50,1674,50,1844,0,0,0,0,20,315,0,0
50,VT,05071,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05072,1,80,70,30,0,40,80,30,0,0,0,0,0,0,40,941,80,1038,60,651,30,9,30,89,30,83,0,0,30,373,20,17,0,0,20,316,0,0,0,0,0,0,0,40,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,20,148,0,0,40,238,40,22,0,0,0,0,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,115,20,40,0,0,0,0,0,0,0,0,30,20,40,47,0,0,0,0,0,0,50,82
50,VT,05072,2,50,30,0,0,30,90,0,0,0,0,0,0,0,0,1814,50,1814,50,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,624,1939,0,0,30,49,0,0,30,166,0,0,40,260,20,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,947,50,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35,0,0,40,75,0,0,0,0,0,0,50,212,0,0,0,0,0,0,0,0,0,0,40,105,50,140,0,0,0,0,40,65,40,85
50,VT,05072,3,50,20,30,0,30,110,30,0,0,0,0,0,0,30,3488,50,3619,40,2147,30,11,30,138,20,80,30,28,20,-1,20,94,0,0,20,1014,0,0,0,50,611,0,0,30,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2383,50,324,0,0,0,0,30,33,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,424,0,0,0,0,0,0,0,0,0,0,50,291,50,325,0,0,0,0,0,0,40,99
50,VT,05072,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05072,5,40,0,30,0,30,100,30,0,0,0,0,0,0,20,8223,40,8223,30,3578,30,28,20,545,20,192,0,0,0,0,20,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1443,7982,0,0,40,512,0,0,40,359,0,0,40,873,30,157,0,0,0,0,0,0,0,0,30,105,0,0,0,0,40,6373,40,959,0,0,0,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1227,0,0,0,0,0,0,0,0,0,0,40,919,40,985,0,0,0,0,0,0,30,137
50,VT,05072,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,VT,05075,1,210,160,30,0,80,210,30,0,0,0,0,0,30,60,2359,210,2465,150,1580,40,8,30,32,20,22,20,6,60,437,30,-12,0,0,20,162,0,0,0,0,0,0,0,70,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,138,0,0,0,0,0,0,0,0,20,32,0,0,0,0,90,555,90,59,0,0,0,0,20,6,0,0,0,0,0,0,0,0,20,15,0,0,50,71,0,0,0,0,0,0,180,303,60,109,50,86,30,35,0,0,0,0,70,53,110,125,0,0,0,0,30,27,150,199
